"","Name_of_Organisation","Type","Country","Divestment_Type","More_Info","Policy"
"846"," 'https://www.quaker.org.uk/' Quakers in Britain","Faith-based Organization","UK","Full","'http://gofossilfree.org/uk/huddersfield-quakers-divest/'",1
"847"," 'http://www.qmu.ac.uk/' Queen Margaret University","Educational Institution","UK","Full","'https://drive.google.com/file/d/0B-va3no-oMaBWFlFMEVrQ2lrbkE/view?usp=sharing'",1
"848"," 'http://www.qmul.ac.uk/' Queen Mary University London","Educational Institution","UK","Full","",1
"849"," 'https://www.queens.cam.ac.uk/' Queens College, Cambridge","Educational Institution","UK","Full","'https://www.tcs.cam.ac.uk/news/0038984-queens-divests-away-from-carbon-intensive-industries.html'",1
"850"," 'https://www.qub.ac.uk/' Queens University Belfast","Educational Institution","UK","Full","",1
"851"," 'https://www.qut.edu.au/' Queensland University of Technology","Educational Institution","Australia","Full","'https://www.qut.edu.au/about/governance-and-policy/statement-on-responsible-investment'",1
"852"," 'http://quixotefoundation.org/' Quixote Foundation","Philanthropic Foundation","USA","Full","'http://divestinvest.org/philanthropy/signatories/#/signatories/ashden-trust'",1
"853"," 'http://rrpartnersfoundation.org/' R &amp; R Foundation","Philanthropic Foundation","USA","Full","",1
"854"," 'https://www.idealist.org/es/ong/1d75b5d2a40643e29d9771b1b21fbe10-red-argentina-de-ambiente-y-desarrollo-buenos-aires?' RAAD Red Argentina de Ambiente y Desarrollo","Faith-based Organization","Argentina","Fossil Free","'https://www.theguardian.com/environment/2017/oct/03/catholic-church-to-make-record-divestment-from-fossil-fuels'",1
"855","ROS Super Fund","Pension Fund","Australia","Full","'http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987'",1
"856"," 'http://www.rsgroup.asia/' RS Group","For Profit Corporation","Hong Kong","Full","",1
"857"," 'https://rachelsnetwork.org/' Rachel's Network","NGO","USA","Fossil Free","'https://rachelsnetwork.org/fossil-free/'",1
"858"," 'https://www.randwick.nsw.gov.au/' Randwick City Council","Government","Australia","Full","'http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987'",1
"859"," 'https://rtnf.fluidreview.com/' Ray and Tye Noorda Foundation","Philanthropic Foundation","USA","Full","'DI Source'",1
"860"," 'http://www.reading.gov.uk/' Reading Borough Council","Government","UK","Full","'https://reading.greenparty.org.uk/news/2015/12/10/reading-council-joins-the-fossil-fuel-divestment-movement/'",1
"861"," 'http://www.reading.ac.uk/' Reading University","Educational Institution","UK","Full","'http://www.reading.ac.uk/internal/staffportal/news/articles/spsn-671936.aspx'",1
"862"," 'https://www.facebook.com/pages/Presidente-de-la-Red-argentina-de-Laicos-RELAI/945882558791828' Red Argentina de Laicos (RELAI)","Faith-based Organization","Argentina","Full","'https://www.theguardian.com/environment/2017/oct/03/catholic-church-to-make-record-divestment-from-fossil-fuels'",1
"863"," 'http://www.red-rocks.net/' Red Rocks Impact GmbH &amp; Co KG","For Profit Corporation","Germany","Full","'From Divest Invest '",1
"864"," 'https://www.redlandparkurc.org/' Redland Park URC, Bristol","Faith-based Organization","UK","Full","'https://brightnow.org.uk/news/epiphany-declaration-20-christian-organisations-divest/'",1
"865"," 'https://redwaycsd.org/' Redway Community Services District","Government","USA","Full","'http://fossilfreeca.org/wp-content/uploads/2018/12/CALPERS-DIVESTMENT-GROUP-10032018124552.pdf'",1
"866"," 'https://www.rpb.org/' Reform Pension Fund","Faith-based Organization","USA","Coal Only","'https://docs.google.com/spreadsheets/d/1ITuobt3gONpX45JM4AY9i5DUaCZ3reTRiEm_Bt9_kDY/edit#gid=231791904'",1
"867","Regional Council Ile de France","Government","France","Full","'http://gofossilfree.org/fr/wp-content/uploads/sites/11/2016/01/IDF.pdf'",1
"868","Regional Council Rhône Alpes","Government","France","Full","'http://deliberations.rhonealpes.fr/RecueilsPDF/2015/Assembl%C3%A9ePl%C3%A9ni%C3%A8re/r%C3%A9union%20du%2029%20juin%202015/d%C3%A9lib%C3%A9rations/00.DGMTRE%20voeux%20g%C3%A9n%C3%A9raux.PDF'",1
"869","Regional council Burgundy","Government","France","Full","",1
"870","Regional council of Champagne-Ardennes","Government","France","Full","'https://www.cr-champagne-ardenne.fr/Lists/Deliberations/001-Delib-AP-26-octobre-2015.pdf'",1
"871","Regional council of Poitou-Charente","Government","France","Full","'http://www.poitou-charentes.fr/files/assemblee_regionale/arretes/2015-06-26-session/2015CR057.pdf'",1
"872"," 'https://rsccaritas.com' Religious Sisters of Charity (English/Scottish Province)","Faith-based Organization","UK","Full","'https://brightnow.org.uk/news/faith-institutions-announce-divestment-fossil-fuels/'",1
"873"," 'http://religioussistersofcharityeng-scot.org/' Religious Sisters of Charity, English/Scottish Province","Faith-based Organization","UK","Full","'https://www.ncronline.org/news/environment/faith-pledges-push-global-fossil-fuel-divestments-over-11-trillion'",1
"874"," 'http://www.quakers.org.au/' Religious Society of Friends in Australia","Faith-based Organization","Australia","Partial","'http://www.probonoaustralia.com.au/news/2015/01/quakers-divest-%E2%80%98big-four%E2%80%99-banks#
 http://www.greenfaith.org/programs/divest-and-reinvest/listing-of-known-religious-divestment-efforts'",1
"875","Religious of the Sacred Heart of Jesus","Faith-based Organization","Kenya","Fossil Free","",1
"876","Rennes","Government","France","Full","",1
"877"," 'https://reteinterdiocesana.wordpress.com/' Rete Interdiocesana Nuovi Stili di Vita","Faith-based Organization","Italy","Full","'http://www.businessgreen.com/bg/news/3009731/catholic-groups-join-global-fossil-fuel-divestment-drive'",1
"878"," 'http://www.risd.edu/' Rhode Island School of Design","Educational Institution","USA","Full","'http://www.ecori.org/green-groups/2015/6/1/risd-to-divest-from-fossil-fuel-companies'",1
"879","Rianta Capital","Philanthropic Foundation","Switzerland","","'http://divestinvest.org/philanthropy/signatories/#/signatories'",1
"880"," 'http://www.richmondvalley.nsw.gov.au/' Richmond Valley Council","Government","Australia","Full","'http://www.richmondvalley.nsw.gov.au/content/Document/YourCouncil/CouncilMeetings/20Dec2016/Minutes%20-%20Ordinary%20Meeting%2020%20December%202016.pdf'",1
"881"," 'https://www.trcnyc.org/' Riverside Church","Faith-based Organization","USA","Full","'https://gofossilfree.org/riversidechurchdivests/'",1
"882","Robert Treat Paine Association","Philanthropic Foundation","USA","Full","",1
"883"," 'http://www.rbf.org/' Rockefeller Brothers Fund","Philanthropic Foundation","USA","Full","'https://scontent-2.2914.fna.fbcdn.net/hphotos-xpa1/v/t1.0-9/10351672_372010546283305_4012266220458418203_n.jpg?oh=af1c3dd9cb258e199ac8410c9d60022f&amp;oe=555D86A1'",1
"884"," 'http://www.rffund.org/' Rockefeller Family Fund","Philanthropic Foundation","USA","Full","'http://www.rffund.org/divestment'",1
"885"," 'https://www.rockefellerfoundation.org/' Rockefeller Foundation","Philanthropic Foundation","US","Full","'https://www.cnn.com/2020/12/18/investing/rockefeller-foundation-divest-fossil-fuels-oil/index.html'",1
"886","Roddick Foundation","Philanthropic Foundation","UK","","'http://divestinvest.org/philanthropy/signatories/roddick-foundation/'",1
"887"," 'http://rosefdn.org/' Rose Foundation for Communities and the Environment","Philanthropic Foundation","USA","Full","",1
"888"," 'http://roskilde.dk/' Roskilde Municipality","Government","Denmark","Full","'http://politiken.dk/oekonomi/2050/klima/ECE2864462/roskilde-vraenger-naese-ad-olie-og-kul-og-gaar-ind-i-global-klimakamp/'",1
"889"," 'https://www.aegn.org.au/grantmakers/giving-green-stories/the-ross-knowles-foundation/' Ross Knowles Foundation","Philanthropic Foundation","Australia","","'http://divestinvest.org/philanthropy/#/signatories/ross-knowles-foundation'",1
"890","Ross Knowles Super Fund","Pension Fund","Australia","Full","",1
"891"," 'https://www.racp.edu.au/' Royal Australasian College of Physicians","Healthcare Institution","Australia","Full","'http://www.racp.edu.au/page/news/announcement&amp;announcementid=AD5DAD95-0CF6-8D31-318A4ACFDA751A76#fuel'",1
"892"," 'https://www.rcem.ac.uk/' Royal College of Emergency Medicine","Educational Institution","UK","Full","'https://www.businessgreen.com/bg/news/3078457/royal-college-of-emergency-medicine-and-royal-society-of-arts-quit-fossil-fuel-investments'",1
"893"," 'https://www.rcplondon.ac.uk/' Royal College of Physicians ","Healthcare Institution","UK","Coal and Tar Sands Only","'https://www.rcplondon.ac.uk/news/royal-college-physicians-adopts-new-climate-policy'",1
"894"," 'https://www.thersa.org/about-us' Royal Society of Arts","NGO","UK","Full","'https://www.businessgreen.com/bg/news/3078457/royal-college-of-emergency-medicine-and-royal-society-of-arts-quit-fossil-fuel-investments'",1
"895","Rubblestone Foundation","Philanthropic Foundation","USA","Full","'http://divestinvest.org/philanthropy/#/signatories/rubblestone-foundation'",1
"896","Rudolph Steiner Foundation","Philanthropic Foundation","USA","Full","'Divest Invest at: https://docs.google.com/spreadsheets/d/12DjCWb8yIW_bYKgR6sLHxUvfMyk_UwixeNRBhfA1bkk/edit#gid=1646042015'",1
"897","Rusbourne Private Superannuation Fund","Pension Fund","Australia","Full","'http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987'",1
"898"," 'http://www.trff.org/' Russell Family Foundation","Philanthropic Foundation","USA","Full","'http://divestinvest.org/philanthropy/#/signatories/the-russell-family-foundation'",1
"899"," 'https://www.scor.com/en' SCOR Re","For Profit Corporation","France","Partial","'https://www.scor.com/en/media/news-press-releases/scor-announces-further-environmental-sustainability-initiatives'",1
"900"," 'https://www.scsengineers.com/' SCS Energy Consulting","For Profit Corporation","Australia","Full","'From Divest Invest '",1
"901"," 'http://sicsal.net/convida20/es' SICSAL - Servicio Internacional Cristiano de Solidaridad con los pueblos de América Latina «Óscar Romero»","Faith-based Organization","Colombia","Fossil Free","",1
"902"," 'http://www.soas.ac.uk/' SOAS, University of London","Educational Institution","UK","Full","'https://www.soas.ac.uk/news/newsitem101976.html'",1
"903"," 'http://www.ssmhealth.com/' SSM Health","Healthcare Institution","USA","Coal Only","'https://docs.google.com/document/d/1NGFz0NiTR6ylFmmWwHpeyGfCvAI-KhnsR2qQkXsPE4g/edit'",1
"904","SUJAY Superannuation Fund","Pension Fund","Australia","Full","'http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987'",1
"905"," 'https://sites.newpaltz.edu/' SUNY New Paltz Foundation","Educational Institution","USA","Full","'https://sites.newpaltz.edu/news/2017/09/suny-new-paltz-foundation-votes-to-divest-from-fossil-fuel-companies/'",1
"906","Sacagewea L&amp;C LLC","For Profit Corporation","USA","Full","'DI Source'",1
"907"," 'http://www.sanfrancescoassisi.org/en/explore/sacred-convent' Sacred Convent of Assisi","Faith-based Organization","Italy","Full","'https://catholicclimatemovement.global/divest-and-reinvest/'",1
"908"," 'http://www.ashdentrust.org.uk/' Sainsbury Ashden Trust","Philanthropic Foundation","UK","Full","'http://divestinvest.org/philanthropy/signatories/#/signatories/ashden-trust'",1
"909"," 'http://www.spas-elca.org/' Saint Paul Area Synod – Evangelical Lutheran Church of America","Faith-based Organization","USA","Full","'http://www.spas-elca.org/sites/default/files/spas-pre-assembly-bulletin-2015.pdf'",1
"910"," 'http://www.salemstate.edu/' Salem State University","Educational Institution","USA","Fossil Free","'http://www.salemstate.edu/news/4682/board-action-fossil-fuel-divestment/'",1
"911","Salesian Sisters of Don Bosco or &nbsp;Daughters of Mary Help of Christians","Faith-based Organization","Italy","","'https://docs.google.com/document/d/1NGFz0NiTR6ylFmmWwHpeyGfCvAI-KhnsR2qQkXsPE4g/edit'",1
"912"," 'http://www.scherpenheuvel.be/en/' Salvatorianen of Belgium","Faith-based Organization","Belgium","Full","'https://catholicclimatemovement.global/divest-and-reinvest/'",1
"913"," 'http://samuelrubinfoundation.org/' Samuel Rubin Foundation","Philanthropic Foundation","USA","Full","",1
"914"," 'http://sfsufdn.sfsu.edu/' San Francisco State University Foundation","Educational Institution","USA","Coal and Tar Sands Only","",1
"915"," 'http://www.valleywater.org/' Santa Clara Valley Water District","Government","USA","Full","",1
"916"," 'http://sfai.org/' Santa Fe Art Institute","NGO","USA","Full","",1
"917","Sarah Stegley Super Fund","Pension Fund","Australia","Full","'https://www.divestinvestaustralia.org.au/commitments'",1
"918","Sarieka Superannuation Fund","Pension Fund","Australia","Full","'https://www.divestinvestaustralia.org.au/commitments'",1
"919"," 'https://www.scarboromissions.ca/' Scarboro Missions, ON","Faith-based Organization","Canada","Full","'http://www.kairoscanada.org/wp-content/uploads/2015/04/Briefing-Paper-41.pdf'",1
"920"," 'http://www.theschmidt.org/' Schmidt Family Foundation","Philanthropic Foundation","USA","Full","",1
"921"," 'http://ssnd.org/' School Sisters of Notre Dame","Faith-based Organization","International ","Full","'https://catholicclimatemovement.global/divest-and-reinvest/'",1
"922"," 'http://schottfoundation.org/' Schott Fund","Philanthropic Foundation","USA","Full","'http://divestinvest.org/philanthropy/signatories/#/signatories'",1
"923","Scott Trust","Philanthropic Foundation","UK","Full","'http://divestinvest.org/philanthropy/signatories/#/signatories/ashden-trust'",1
"924"," 'https://www.sciaf.org.uk/' Scottish Catholic International Aid Fund (SCIAF)","Faith-based Organization","UK","Fossil Free","",1
"925"," 'http://www.scotland.anglican.org' Scottish Episcopal Church","Faith-based Organization","UK","Coal and Tar Sands Only","",1
"926"," 'http://www.scottishcollege.org.uk/' Scottish United Reformed &amp; Congregational College","Faith-based Organization","UK","Full","",1
"927","ScouseMouse Super Fund","Pension Fund","Australia","Full","'http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987'",1
"928"," 'https://www.seattleu.edu/' Seattle University","Educational Institution","USA","Full","'https://www.seattletimes.com/seattle-news/seattle-university-says-it-will-become-first-college-in-state-to-divest-from-fossil-fuels/'",1
"929"," 'http://www.ap2.se/' Second Swedish National Pension Fund (AP2)","Pension Fund","Sweden","Partial","'http://www.bloomberg.com/news/articles/2015-05-05/nordic-funds-cut-u-s-oil-coal-investments-on-climate-concern'",1
"930"," 'https://www.secours-catholique.org/' Secours Catholique - Caritas France","Faith-based Organization","France","Partial","",1
"931","Secretariado Latinoamericano MIEC-JEC","Faith-based Organization","Ecuador","Full","'https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0'",1
"932"," 'http://selkirkparish.church/' Selkirk Parish Church (Church of Scotland)","Faith-based Organization","UK","Full","'http://selkirkparish.church/spc-to-disinvest-from-fossil-fuels/'",1
"933","Seraphic Institute","Faith-based Organization","Italy","Full","'https://catholicclimatemovement.global/divest-and-reinvest/'",1
"934","Serve All Trust","Philanthropic Foundation","UK","Full","'http://divestinvest.org/wp-content/uploads/2015/06/PRESS-RELEASE-Divest-Invest-June-Announcement.pdf'",1
"935"," 'http://shalomcenter.org/' Shalom Center","Faith-based Organization","USA","Full","'http://www.greenfaith.org/programs/divest-and-reinvest/listing-of-known-religious-divestment-efforts'",1
"936"," 'http://sharedearth.org/' Shared Earth Foundation","Philanthropic Foundation","USA","Full","'http://divestinvest.org/philanthropy/signatories/#/signatories/shared-earth-foundation'",1
"937"," 'https://www.sheffield.gov.uk/' Sheffield City Council","Government","UK","Partial","'http://gofossilfree.org/uk/press-release/sheffield-votes-for-fossil-fuel-divestment/'",1
